Adhola,English
"Go otimo ama ma miyo gima jatuchi wach Were Isaya owacho ni, “Go won okwanyo woko nyapo mawan, to tiŋo two mawan,” wotundi i kare.",This was to fulfill what was spoken by the prophet Isaiah: “He took our illnesses and bore our diseases.”
Joma di jobedo joma luwo Yesu,Those who will folllow Jesus
"Munyo Yesu oneno kweth ji jothoko go, owodho or ni jowopori loka man ma wakawaka.","Now when Jesus saw a crowd around him, he gave orders to go over to the other side."
"Jafuonji ma Chik moro obino bonge to wacho ni, “Jafuonji ayikere kidho kodin kama inochom'iye jye.”","And a scribe came up and said to him, “Teacher, I will follow you wherever you go.”"
"Yesu odwoko go ni, “Kibwe jonitye gi kero pajo, aka winyin bende jonitye gi odi gin, to Wuodi Dhano ongoye kodi kama go othen'iye wiye.”","And Jesus said to him, “Foxes have holes, and birds of the air have nests, but the Son of Man has nowhere to lay his head.”"
"Achiel kwoŋ jafuonjirok pere owacho ni, “Jadwoŋ, weyi kutho akidhi ayiki baba.”","Another of the disciples said to him, “Lord, let me first go and bury my father.”"
"Yesu odwoko go ni, “Luwan. Weyi jomotho wegi jowoyiki jomotho pajo.”","And Jesus said to him, “Follow me, and leave the dead to bury their own dead.”"
Yesu kweyo asur,Jesus calms the storm
"Munyo Yesu odonjo i yee, jofuonjirok pere jokadho gi go","And when he got into the boat, his disciples followed him."
Piyo piyo no asur madwoŋ obino i wakawaka momiyo pi matula oido umo woko yee aka Yesu oido nindo,"And behold, there arose a great storm on the sea, so that the boat was being swamped by the waves; but he was asleep"
".Jofuonjirok jokidho bonge to jochiewo go ka jowacho ni, “Bothi wan, Ruoth! Wachiegin tho!”","And they went and woke him, saying, “Save us, Lord; we are perishing.”"
"Yesu odwoko ni, “Wibwok ameno raŋo! Apaka yeyo mewin nok ama!”","And he said to them, “Why are you afraid, O you of little faith?”"
Gikenyo go oay malo to oro asur kodi wakawaka moido tula kwe; aka gimoro jye okwe maber.,"Then he rose and rebuked the winds and the sea, and there was a great calm."
"Dhano jye odhyer to Jowacho ni, “Me kiti dhano manedi? Kir asur kodi kitula pa pi jye winjo go!”","And the men marveled, saying, “What sort of man is this, that even winds and sea obey him?"
Yesu botho ji aryo ma jwogi ni kwoŋ jo,Jesus heals two demon possessed people
"Munyo Yesu obino i adech ma Gadara, yu loka man ma wakawaka, ji aryo moido jo ni gi jwogi aka jowok i ŋungu miyik'iye ji, joromo gine.","And when he came to the other side, to the country of the Gadarenes, two demon-possessed men met him, coming out of the tombs."
"Jono oido joger swa, amomiyo ji bin jolworo luwo royo no",They were so fierce that no one could pass that way.
"Piyo piyo no jokoko malo ni, “Iyenyo timo aŋo gi wan, Wuodi Were?","And behold, they cried out, “What have you to do with us, O Son of God?"
Ibino chando wan ma fuodi ndir motire kotundo?,Have you come here to torment us before the time?”
"Chiegin kenyo, oido nitye sidwol mbiji ma chiemo.”",Now a herd of many pigs was feeding at some distance from them.
"Gikenyo to jwogi jokwayo Yesu ni, “Ka imito ryemo wan woko, ere dhiri wan i sidwol mbiji no.”","And the demons begged him, saying, “If you cast us out, send us away into the herd of pigs.”"
"Yesu owacho ri jo ni, “Kidhi win.”","And he said to them, “Go.”"
Gikenyo jowok to jodonjo i sidwol mbiji. Sidwol gi bee oloro piny wok wi tendere to jomunyere i pi.,"So they came out and went into the pigs, and behold, the whole herd rushed down the steep bank into the sea and drowned in the waters."
"Ji monwaŋo jokwayo mbiji joringo to jokidho i tindi, to jowacho ri ji ma kenyo gimoro jye motimere ri joma onwaŋo jwogi ni kwoŋ jo.","The herdsmen fled, and going into the city they told everything, especially what had happened to the demon-possessed men."
"Gino omiyo dhano jye ma tindi owok kidho romo gi Yesu; aka munyo joneno go, jokwayo go ni woeye i adech pajo.","And behold, all the city came out to meet Jesus, and when they saw him, they begged him to leave their region."
Yesu botho jatwo nyaŋinya,Jesus heals a paralytic
"Yesu odonjo i yee to chiewere gik yu loka man ma wakawaka, to bino i tindi ma thugin won.",Jesus got into a boat and crossed over and came to his own city.
"Kenyo, jomogo jokelo ri go dhano moido two nyaŋinya ma jotiŋo wi kitanda.","And behold, some people brought to him a paralytic, lying on a bed."
"Munyo Yesu oneno kiti yeyo pa jono, owacho ri ŋata two nyaŋinya ni, “Ikiri irembi, wuodan; gimarecho perin ochwak rin.”","And when Jesus saw their faith, he said to the paralytic, “Take heart, my son; your sins are forgiven.”"
"Gikenyo jofuonji ma Chik wegi jowacho kendigin ni, “Ŋat me kole luwo marach kwoŋ Were!”","And behold, some of the scribes said to themselves, “This man is blaspheming.”"
"Yesu oŋeyo gima oido joparo to wacho ni, “Raŋo ma wiparo gikipiny marecho ameno?","But Jesus, knowing their thoughts, said, “Why do you think evil in your hearts?"
"Mene mayot, wacho ni, ‘Gimarecho perin ochwak rin,’ kosa wacho ni, ‘Ayi malo iwothi?’","For which is easier, to say, ‘Your sins are forgiven,’or to say, ‘Rise and walk’?"
Amomiyo ere abino nyutho win ni Wuodi Dhano ni gi men i piny ka ma chwako gimarecho.”,But that you may know that the Son of Man has authority on earth to forgive sins”
"Gikenyo go owacho ri dhano moido two nyaŋinya ni, “Ayi malo, itiŋ kitanda perin, idok pecho.”","He then said to the paralytic,“Rise, pick up your bed and go home.”"
Jalo oay malo to doki pecho.,And he rose and went home.
"Munyo kweth ji moido ni kenyo joneno gino, jouro swa, to jopako Were momiyo dhano kiti men machal ameno.","When the crowds saw it, they were afraid, and they glorified God, who had given such authority to men."
Yesu lwoŋo Mathayo,Jesus calls Matthew
"Yesu oeye kenyo, aka munyo wotho, oneno jachoki misolo ma nyinge Mathayo obedo piny kama go oido tiyo iye.","As Jesus passed on from there, he saw a man called Matthew sitting at the tax booth."
"Yesu owacho ri go ni, “Luwan.”","Jesus said to him, “Follow me.”"
Mathayo oay malo to luwo go.,Matthew rose and followed him.
"Munyo Yesu oido chiemo modyechieŋ i ot pa Mathayo, jochoki misolo mathoth kodi joma recho jobino to jobedo gi Yesu kodi jofuonjirok pere dhower.","And as Jesus reclined at table in the house, behold, many tax collectors and sinners came and were reclining with Jesus and his disciples."
"Munyo Jofarisayo mogo joneno gime, jowacho ri jofuonjirok pere ni, “Raŋo ma jafuonji mewin chiemo gi jochoki misolo kodi joma recho?”","And when the Pharisees saw this, they said to his disciples, “Why does your teacher eat with tax collectors and sinners?”"
"Yesu owinjo jo to wacho ni, “Jomolama ama jokiyeny jamilerwa, to joma two ayino ama joyenyo. ”","When Jesus heard it, he said, “Those who are well have no need of a physician, but those who are sick."
"Kidhi win winiaŋ atoŋa momiyo ondik ni, ‘Ayenyo wor ayino, ma kiweno rachow ma lee.’","Go and learn what this means, ‘I desire mercy, and not sacrifice.’"
"Kole akibino lwoŋo ji motire, to joma recho ayino.","For I came not to call the righteous, but sinners."
Penji kwoŋ riyo kech,Question on fasting
"Gikenyo joma luwo Yohana Jakibatisa jobino bongi Yesu gi penji ni, “Raŋo wan kodi Jofarisayo wariyo kech noknok, to jofuonjirok perin jokiriy kada dichiel?”","Then the disciples of John came to him, saying, “Why do we and the Pharisees fast, but your disciples do not fast?”"
"Yesu odwoko jo ni, “Chiene wendo ma kalima ma nywomirok bende jobedo gi rem ma fuodi jamweha nitye gi jo?”","And Jesus said to them, “Can the wedding guests mourn as long as the bridegroom is with them?”"
Kinyalere!,Impossible!
To ndir bino tundo ma ibino kwany'iye woko jamweha bongi jo nyaka to joriyo kech.,"The days will come when the bridegroom is taken away from them, and then they will fast."
"Ongoye nyatoro ma kwoyo kot moti gi kiremo manyien, rupiri kiremo no leywayo kot to kamoyech medere bedo madwoŋ ayino.","No one puts a piece of unshrunk cloth on an old garment, for the patch tears away from the garment, and a worse tear is made."
Odoko ongoye nyatoro ma konjo medho vini manyien i migowa pyendere machon.,Neither is new wine put into old wineskins.
"Ka otimo ameno, pyendere lemwoch woko, to vini oy woko, to pyendere bende nyiekere.","If it is, the skins burst and the wine is spilled and the skins are destroyed."
"Kuchiel, ripere vini manyien wokonji i migowa pyendere manyien, ŋey nyaka gigo jaryo no jye bino kurere maber.","But new wine is put into fresh wineskins, and so both are preserved."
Nyar jaserikale madwoŋ kodi dhako ma two remo joboth,Daughter of a ruler and the woman with bleeding problem
"Munyo Yesu oido fuodi wacho ri jo gime, jaserikale madwoŋ ma Jayudaya obino bonge, to ryewo chonge piny runyime ka wacho ni, “Nyaran nyaka owok tho won; to biye kethi chingin kwoŋe, aka go bino kwo.”","While he was saying these things to them, behold, a ruler came in and knelt before him, saying, “My daughter has just died, but come and lay your hand on her, and she will live.”"
"Gikenyo Yesu oay malo oluwo go, kanyachiel gi jofuonjirok pere.","And Jesus rose and followed him, with his disciples."
"Dhako moro, moido remo madit oy kwoŋe oro apar g'aryo gipi obino yu ŋey Yesu to geyo dhoki nanga pere.","And behold, a woman who had suffered from a discharge of blood for twelve years came up behind him and touched the fringe of his garment."
"Dheno owacho gi i chunye ni, “Bedi ayanja agey kada nyaka nanga pere won, d'abedo maber.”","for she said to herself, “If I only touch his garment, I will be made well.”"
"Yesu owire to neno go to wacho ni, “Ikiri irembi, nyaran! Yeyo perin otyeko bothin.”","Jesus turned, and seeing her he said, “Take heart, daughter; your faith has made you well.”"
I hongo no won to dheno bedo maber.,And instantly the woman was made well.
Gikenyo Yesu okidho i ot pa jaserikale madwoŋ.,And when Jesus came to the ruler’s house
"Aka munyo oneno jokudhi madundo, kodi kweth ji moido joucho, owacho ni, “Ngoye win ka wijojye; nyathi ma nyako no kotho, go nindo ayino!”","and saw the flute players and the crowd making a commotion, he said, “Go away, for the girl is not dead but sleeping.”"
To jono jonyiero go.,And they laughed at him.
"Aka munyo otyek wodho ji jye woko, Yesu odonjo i ot to mako chingi nyathi manyako no to nyalo ay malo.","But when the crowd had been put outside, he went in and took her by the hand, and the girl arose."
Wach no olak i adech ma piny no gipi.,And the report of this went through all that district.
Yesu botho ji aryo ma waŋ gin otho,Jesus heals two blind people
"Yesu oeye kenyo, aka munyo kadho, ji aryo ma waŋ gin otho jochako luwo go munyo jokoko ni, “Timi ri wan wor, Wuodi pa Daudi!”","And as Jesus passed on from there, two blind men followed him, crying aloud, “Have mercy on us, Son of David.”"
"Munyo Yesu odonjo i ot, joma waŋ gin otho no jobino bonge to go penjo jo ni, “Wiyeyo ni anyalo timo gino?”","When he entered the house, the blind men came to him, and Jesus said to them, “Do you believe that I am able to do this?”"
"To jodwoko ni, “Ey jadwoŋ.”","They said to him, “Yes, Lord.”"
"Gikenyo go ogeyo waŋ jo aka owacho ni, “Ere, wobedi ameno chungo kwoŋ yeyo mewin!”","Then he touched their eyes, saying, “According to your faith be it done to you.”"
Waŋ jono ochako neno.,Their eyes were opened.
"To Yesu chiko jo teltel ni, “Wikiri wiwachi ri nyatoro.”","And Jesus sternly warned them, “See that no one knows about it.”"
To joeye kenyo munyo jonyayo wach kwoŋ Yesu i adech jye ma piny no.,But they went away and spread his fame through all that district
Yesu botho obadha,Jesus heals a mute man
"Munyo ji oido jokadho, jomogo jokelo ri Yesu obadha ma jwogi oido ni kwoŋe.","As they were going away, behold, a demon-oppressed man who was mute was brought to him."
"Tekin otyek ryemo woko jwogi no, ŋato ochako luwo","And when the demon had been cast out, the mute man spoke."
"To dhano jye dhyer jowacho ni, “Fuodi wakineno gima chalo ama i Israel!”","And the crowds marveled, saying, “Never was anything like this seen in Israel.”"
"To Jofarisayo jowacho ni, “Ruodhi jwogi ama miyo go men ma ryemo woko jo.”","But the Pharisees said, “He casts out demons by the prince of demons.”"
Gikenyo Yesu okidho i tindi jye kodi loka jye.,"And Jesus went throughout all the cities and villages,"
"Go ofuonjo i kalamo pa Joyudaya munyo tito Wach Maber ma Ker, aka obotho ji kwoŋ kiti two kodi ramirok jye.",He was teaching in their synagogues and proclaiming the gospel of the kingdom and healing every disease and every affliction.
"Munyo go oneno kweth ji, wor opoŋ i chunye ri jo, rupiri oido jonitye i rembo aka kony ongoye pa roombo ma bu jakwath.","When he saw the crowds, he had compassion for them, because they were harassed and helpless, like sheep without a shepherd."
"Ri ameno go owacho ri jofuonjirok pere ni, “Kecho opikere, to jotich ama nok; amomiyo kwayi win Ruoth ma won kecho wodhiri jotich jowokechi ri go.”","Then he said to his disciples, “The harvest is plentiful, but the laborers are few;therefore pray earnestly to the Lord of the harvest to send out laborers into his harvest.”"
Jafuonjirok motire,A good teacher
Men pa Yesu,The power of Jesus
"county Team ma West Budama, District Commissioner, Bukedi, Community Development Officer, Mbale, kod Education Officer, Bukedi, ma jo yeyere kod wach ma goyo kitawo me i chapa kod wodho woko ri ji ",
Aketho kitabo me i kompyuta to awiro go ma thin thin. ,
 Oboth-Ofumbi ooro nyikuta ma ‘ng’’ kosa ‘n’g’ to an akethi nyikuta ‘ŋ’ kis ka. ,
 An bende chalo Oboth-Ofumbi rupir anwaŋo nyithindho kweth jokwiya kigana Adhola. ,
 Pecho p’ Oboth-Ofumbi jomiyan yeyirok ‘anyalo medo nyayo kitabo me bende kethi go kompyuta http://mark.risse.com.’  ,
"An aja Peace Corps Volunteer mabedo Siwa, gombila Nabuyoga, i oro 2002-2004.",
Andiko kitawo me g’atoŋa ma wach aryo i chunyan.  ,
"Marapena, akidho rimito ni kis Japadhola oŋey gigipiny machango machon mapiny mawan kod ji mere.  ",
Rupir aneno ni pama ri donjo pa nonini m’omore omore kod ri wan won bende woth tek tek i piny ma wiloka onyo wiyi wan kidho ka wil kod kula gi tim mawan machon ka onyo watemo luwo apa jo wiloka ayino. ,
 Kendo paka ongoye ndiiko moro gye manyutho paka piny me kod tim mere chango nitye. ,
"odoko paka kula ma chon ma yado mondongo kosa jodongo jo tito gine ri nyithindho wach machon othieno dho mach, bende kidho ka ngoye rupir mon ma dongo kod jo dongo ma jo ŋeyo wach no jo kidho ka jo tho jo rumo, aka nyithindho bende ti jo kimiti bedo dho mach i kite no gi winjo wach ma chon, rupir ti nyithindho madit jo nitye yo fuonjirok aka megi jo asa mito kisangala mawoko ayino tek tek.",
" am’omiyo aparo ni kitawo paka me nyalo konyo wan kuro tim machon ma piny mawan ri ji ma yomalo, fuonjo nyithindho ŋeyo Padhola paka nitye, odoko gi miyo wan medo winjirok gi piny mawan bende.",
"Mar’aryo, akidho ri chowo tich ma chango baa an Semu K. Ofumbi onwaŋo otemo timo; ma ndiko nyingi nonini ma nitye Padhola gipi kod ma ndiko wach ma mako kwom piny me kod adhum ma iiye wok i bino pa Semei Kakunguru.  ",
Iy’adieri bedi akichombo kwom papilini ma kite no ma chango go onwaŋo ondiko di akibedo kod mito madit i chunyan ma ndiko kitawo me.  ,
"To afuoyo go swa ri ndiiko pere m’okonyan tek tek indiko Adech I, Siro 5, kod Adech II, ma kitawo me.",
"Paka dhopadhola fuod ongoye kod ndiiko mere m’otire miluwo (Standard Orthography), amomiyo wach madit manitye i kitawo me i bino nwaŋo ni ndiiko mere okidho ka wire wire.  ",
"To kareno paro paran ma ndiiko paka ja Mawele, kinyal ripo maber kod paro ma ndiiko pa ŋata wok yo Luli kosa yo Woko.  ",
"Wey wa kway ni i hongo ma wanonyal yiko iiye kula ma ndiiko (Orthography) mawan ma dhopadhola, teko ma kite me bino rumo.",
To aridho ni pokirok ma ndiiko kende kinyal miyin bedo mikiŋeyo gi ma kitawo won luwo kwome,
Rupir ongoye kuma achungo iiye maber kwanyo woko andiko paka aparo ni d’obed ameno.  ,
"Akwayo kis dhano gye m’onwaŋo ni nitye adech wach moro gye manitye i kitawo me ma go ki yeyere gine, kosa ma go paro ni oŋeyo wach nago maber ye loyo kwom ma an andiko, owach ran indiiko kosa awaŋ g’awaŋ aka nyaka wanyal yiko wach no.",
 Me bino konyo tek tek i kite matiro gimoro gye m’obed iiye kom moro gi yiko i goch kitawo me ma yomalo (next edition) k’obedi.,
"Afuoyo tek tek swa ji me ma jo konyan gi tich ma ndiko kitawo me:- Rwotb, Zefaniya Ochieŋ ja Saza ma West Budama m’okonyan tek tek swa gi miyan ryeko mumore ma ndiko kitawo me odoko gi rango yo ma goyo kitawo me i chapa; ma bedi ki go di akinya1o chowo kitawo me maber kendo di konyalo goyirok i chapa.  ",
"County Team ma West Budama, District Commissioner, Bukedi, Community Development Officer, Mbale, kod Education Officer, Bukedi, ma jo yeyere kod wach ma goyo kitawo me i chapa kod wodho woko ri ji (printing and publishing).",
"Rwoth, Emanuel B. Ongoye A.D.C., Bukedi m’okonyan tek tek gi yiko ndiiko (Orthography) kod wach man madit ma kitawo me.  ",
"Rwoth, Yona J. Owor, ja Gombi1a ma Mu1anda m’okonyan gi wach madit ma Adech I, ma kitawo me. ",
" Jo dongo ma nonini gye ma jo konyan gi tito ran gigipiny ma nonini pa jo; to paka jo asa more akinyalo kwano nyingijo kis dhano ka, r’ameno akwayo jo chwakan ri wach no.  ",
"Rwoth, Saulo Okado ma Mu1anda m’okonyan tek tek i 1953 kod 1954 gi gwecho gali i Padhola gipi tito gigipiny ma nonini.",
" Rwoth, Isaka Osinde ma Mulanda m’okonyan tek tek gi ndiko Adech III, ma kitawo me.",
" Rwoth, Japheth M. Onduri, Rwoth, J. M. I. Okeya Kadowa kod Rwoth Daniel Owino ma jo konyan kod goyo papilin (manuscript) ma kitawo me gi type-writer.",
" Rwoth, Abuneri Y. Ochwo m’okonyan kod yiko papilin (manuscript) ma kitawo me.  ",
"Kod Ji man gye ma akinyalo tito nyingi jo gye ka, ma jo konyan kod tich m’opokere opokere ma kitawo me.  ",
"Magike, afuyo tek tek jo East African Literature Bureau ri wor ma jo bedo gine magoyo kitawo me i chapa gi lipya pajo kod wodho kitawo me woko (printing and publishing) ma kada onwaŋo dhopadhola ka aa achiel kwom dhodhok ma dongo i Uganda ka ma jo tiyo kwome.",
Andiko kitawo me i rapoy pa baa an,
ADHOLA KOD OWINY,
"Were kuma chango miyo Adhola piny me munyo pama ilwoŋo ni PADHOLA kosa BUDAMA ndirino piny me ongoye nono man kada chiel wok jwom Malawa kew gi Kenya tundo kew g’Omwa, kendo wok kew gi Misowa tundo i jwom ma kew gi Wasoga. ",
 Adech madiere me gipi ama Adhola obedo iiye. Nen tipo (map) manyutho Padhola paka nitye.,
"Ka fuod akitito gima tho kwom Adhola kod Owiny, amito tito i wach manok, nono jii milwoŋo ni Lwo.  ",
"Nono jii milwoŋo ni Lwo (kosa Nilotic paka Wasungu chango jo chwoko jo, ni rupir chango jo bedo i thengi jwom milwoŋo ni Nile) ama jo Padhola bende jo donjo iiye. ",
" Nonin Lwo gye gimo miyo oŋey ni chango obedo nono achiel, aa neno ni luwo pajo kod kula pajo chale aka odoko kisukina pajo jo sukina iyadech achiel yo piny Sudan. ",
" Nono Lwo ti jolak i piny mu more wok kuma chango jo sukina iiye, ti jo nwaŋere: Sudan, Ethiopia, Belgian Congo, Uganda, Kenya, kod Tanganyika. ",
" Jo majo nitye i Uganda ame, Alur kod Jo-Naam, yo West Nile; Acoli kod Laŋo yo Northern Province; Jo-Pawiir kosa Jo-pa-Lwo yo Bunyoro (ti jo Bunyoro jo lwoŋo jo ni jo chope); Kumam yo Teso District; kod jo Padhola ma Padhola. ",
 Aka jo manitye Kenya aa jo Lwo kosa jo p’Owiny.,
Adhola kod Owiny chango jo bedo jodongo kitipa madwoŋ ma jo pokere wok kwom nono pajo yo Sudan to jo luwo gi Laŋo kod Teso District to jo donjo Bugwere to jo tundo i piny me iyadech ma ti i lwoŋo ni Katandi. ,
Oro majo tundo iiye ka nyalo bedo i dier 1400 kod 1500.,
"Kuma jo tundo Katandi to woth pa jo okutho ochungo, rupir ndirino dhako pa Adhola nywol oere gine.  ",
Dhako no parere ni nyalo bedo Nyajurya.,
  Nitye jwom yo Katandi mandiri munyo Adhola gin jo kalo jwom no to rupir ndirino dhako Nyajurya onyo iye pek tek tek konyalo choro maber to jwom no mayo go chip munwaŋo otweyo i piere. ,
 Jwom no ti chwoko ni Nyachip ma kir pama fuod i lwoŋo ameno.,
" Kuma jo tieko kalo jwom, Nyajurya kodoko nyalo woth to bedo i tiendi yath karen ooli aola swa to yue to wacho ni, “Aaa nyath ma iyan onyo peka peka pa Polo, aki nyal woth kendo.” ",
"Tieko hongo manok to nywol nyathi ma nyiyach ti chwoko nyinge ni Nyapolo (nen Adech II, Siro 16).",
Wok Katandi to kitipa p’Adhola kod kitipa p’Owiny to jo pokere. ,
" Owiny to kadho ga pere kir yo Kenya iyadech ma Nyanza Province, to Adhola doŋ g’apere ka.",
"  Gi mo kelo pokirok me won kiŋeyere maber, jo man jo paro ni ndirino Adhola nitye kod adhoola madwoŋ i tiende amumiyo ochwok kir nyinge ni Adhola, aka amumiyo konyalo woth to Owiny kadho yombo.",
"  Jo man jo paro ni chango Adhola kod Owiny jo dhaw tek tek ni munyo nyar Adhola omwonyo tiko p’Owiny, to jo pokore kajo lworo ni jo kir jo nekere nono ri dhaw",
To aparo ni nywol pa chipa Adhola amukelo pokirok.,
" Rupir chalo kuma dhako no kodoko nyalo woth riwach maminyur aka chalo Owiny komito kuro hongo malach to wacho ri Adhola ni “Aa Omera kur, ka dhako me meni odoko odwoko kwome aka winoluw wan, to onyo ama wey wakutho wawotho ye moth moth, tundo kuma winomak iye wan.”",
 Wok ndirino to jo rwenyo kichutho ri kitipa pa Adhola. ,
"To Adhola bende kuma oneno ni piny me ber rigo kodokochandere gi luwo Owiny, to bedo ka kichutho. ",
LWENY PA JO PADHOLA,
"Indir ma Adhola donjo i piny me onwaŋo ngoye ji man to rumachien ma oro chiegin mia aryo tundo mia adek, nono meg to chako bino gi kwinyo jo to gime kelo lweny.",
"Mono meg me paka jo Sewe ndirino jo wok yo thenge ma jwom Malawa yo Kenya, aka nono meg jo wok yo telin ma Misowa.",
" Bedo pa lweny me rumachien tek tek ama, bende nyutho ni chango onwaŋo piny me ongoye ji man. ",
Bedi ka ameno di Adhola gin jo konyalo bedo iiye majo kokutho jo lwenyo; kendo di Owiny gin di jo konyalo woth tundo yo Kenya korogye mako lweny gijo gineko jo iyo.,
Lweny ma dongo chango obedo awichiel ama: ,
lweny kod jo Sewe,
 lweny kod jo Misowa,
lweny pa Wakoli yo Busoga ,
lweny kod jo Ngaya,
lweny go Omwa,
"kod lweny pa Kakunguru ama gike, to lweny me abino tito kwome i Siro 5. ",
Jo Sewe me jo nyalo bedo jo Masai mandirino jo wotho wok yo Kenya ka jo kwayo dhok pajo odoko ka jo mito mayo ji gigipiny pa jo. ,
 I woth pajo me ama jo chombo iye i piny me. Obedo wor achiel to jo tundo yo Matindi to jo chako neko ji munwaŋo jo nitye kenyo.,
"Aka jino madit mere onwaŋo obedo nono jo Ramogi, amumiyo jo Ramogi jo wero kir pama ni “Sewe oneko yach ma Matindi kada g’operenje.”  ",
"Sewe jowaŋo udi to jo neko ji madit kareno jo lwenyo g’asere kod tonge, to jo ay jo ringo.",
 Lweny me obwoka bwoka jo Padhola amumiyo jo konyalo yikirok gi lweny maber wori no.,
"To wok indirino to jo Padhola jo chako yikirok ri lweny, jo kunyo wugo kweth mabin jo kano iye mon kod nyithindho ka lweny otundo.  ",
Wugo me yado kis nono kunyo apa jo. ,
"To bin ka jo Sewe jo mwonjo jo i dye wor (jo Sewe yado jo kimit lweny odiochieŋ jo liwo jo wor ayino), to jo podho i buche me mu thoko udi, to jo Padhola jo bino nwoyo jo anwoya gi kenyo. ",
Kendo jo kunyo buche man thoko gine udi pajo.,
"Lweny pa jo Sewe ochando jo Padhola swa rupir ndirino nyaka jo chako lweny, aka fuod jo kotegino maber.  ",
"To ndir man ka jo bino odiochieŋ ji gye jo donjo i wugo, to jo Sewe jo ngoye gi ji ma jo neki to jo waŋo udi to jo dok. ",
"To kada ameno, ri rieko ma kunyo buche thoko udi jo nyalo neko jo Sewe Maditi mere, aka nyaka manok mudoŋ ti riemo riema jo kalo jwom Malawa, ti mayo jo kir dhok pajo. ",
Wok ndirino jo Sewe jo kodok jo dwoko lweny.,
Jo Misowa me a Wagisu.,
"Lweny me obedo ni jo Misowa ama jo pen kwinyo jo Padhola to jo Padhola, rupir jo Sewe ndirino jo tieko fuonjo jo lweny to jo neko jo Misowa to jo riemo jo kir witelin ma yopiny pajo.",
Rumachien jo Padhola bende jo mito ni jo kidhi kwinyo jo Misowa yo witelin pajo koro.,
" To kada jo Misowa ndirino jo nyapi gi lweny, jo Padhola ri wach ma jo kuya gine idho got gi woth iye jo ko nyalo lweny maber gi limo gigipiny munwaŋo jo kidho rigo paka chiemo, dhoki kod nyir.",
Ri ameno to jo Padhola jo dhiro rijo Misowa wach ni jomak mere mungoye odoko lweny rupir jo dhiero jo turo jo. ,
 Jo temoye kadi kweth to jo dhiere.,
Jo Misowa bende jo yeyere gi wach me; to jo yiko romo ika bedo achiel giparo kwom gigipiny mu nwaŋo ramo jo thenge korin gi korin.  ,
"I romo me jo Padhola kod jo Misowa gye jo tweyo kit chiemo gi riŋo to jo bino gine, to jo tedo to jo chiemo kanya achiel to jo mako mere kichutho.",
" Wok ndirino to jo Padhola jo chwoko ka bedo ma piny pajo machango jo romo iye gi jo Misowa, ni Mere-kit makir pama i lwoŋo ameno. ",
 Kareno jo wacho ni kenyo amuwok iye mere ma chale kod kit chiemo mandirino jo tero.,
"Indir ma jo Padhola jo tieko lwenyo lweny aryo madongo apa jo Sewe kod apa jo Misowa, to nyingi jo chako winjirok kir wiloka man. ",
"To rwooth achiel ma Busoga chiegin ikew kod jo Padhola, mi lwoŋo ni Wakoli to lwoŋo jo Padhola konyo go gi lweny gi Baganda (Jomagara) mu nwaŋo jo mwonjo go lweny gine i piny pere. ",
"Jo Padhola bende jo kokwero rupir Wakoli owacho miyo jo nyir, chiemo kod ŋaŋo man mathindho thindho mandirino ongoye yo Padhola. ",
 To jo Padhola jo dwoko i piny pajo gi kemba ma Wakoli omiyo jo.,
"Kuma jo Padhola jo tundo, to jo lwenyo swa ri Wasoga to jo turo Jomagere ma ndirino jo Padhola jo chwoko jo ni jo Ngaya, to jo riemo jo wok i piny pa Wakoli.",
"Wok ndir ma jo Padhola jo konyo iye Wakoli, jo Ngaya jo mako rijo nge madwoŋ swa, to jo mito bino chulo kwor bothi jo, ni rupir ama jo miyo Wakoli oturo jo.",
To hongo kadho moro to jo Ngaya jo bino mwonjo jo Padhola.,
Kutho jo Ngaya jo neko jo Padhola madit kod waŋo udi rupir jo liwo aliwa jo. ,
Wok ndirino to jo Ngaya jokodok jo dwoko kwinyo jo Padhola.,
" To jo chwoko jo Padhola ni Badama, ka jo kwanyo kwom wach machango jo Padhola jo wacho rijo ni “Widoma”. ",
 Kir jwom mu lweny iiye ti lwoŋo ni Wadama.,
" To kende jo Ngaya majo ringo, ama jo kowo ri Kakunguru miseni pajo Padhola kod paka joturo jo; amumiyo Kakunguru bende obino rumachien chulo kwor mere (nen Siro 5).",
"To munyo Padhola gye jowinjo ni jo Ngaya jo bino lweny to jo kidho rijo kuma onwaŋo jo yuomere iye, kajo wacho ni, “Wirooko!  Wirooko!  Widooma!  Widooma konon!” to jo chako neko jo Ngaya pa nyithindho winyini dho jwom ma pama i lwoŋo ni Wadama.  ",
Nen tipo (map) ma Padhola. ,
" Gi mumiyo jo Padhola turo jo Ngaya ma piyo piyo, rupir ndirino jo Ngaya jo lwenyo gi tonge madongo kod kwoot mathindho thindho, aka tonge no ripek mere dhano chore achora chiegin aka chwowo gimoro.  ",
"To jo Padhola ndirino tonge pa jo mathindho aka jo bola bola gi bor to chwowo gimoro kada kochore ka bothe chiegin, aka kwoot pajo ndirino dongo ma geŋo jo maber.",
Banyole ama chango jo Padhola jo chwoko ni Omwa. ,
Jo me ajoger pa jo Padhola machon kendo lweny kod jo yado bedo chiegin kis dwe kareno jo gye jo mwonjere amwonja.  ,
"Lweny me chango oasa lwenyirok yo kew yo thenge ma Buwesa, ma jo Padhola jo lwoŋo ni Wesa, yo Senda kod yo Paya. ",
